Date,DayOfWeek,Guests,Event,Weather,Dish,Prepared_Qty,Sold_Qty,Waste_Qty
14-07-2024,Sunday,182,Festival,Cold,Miso Soup,44,41,3
27-05-2024,Monday,323,Wedding,Cloudy,Butter Naan,42,40,9
12-09-2024,Thursday,307,Conference,Cloudy,Chole Bhature,42,38,4
20-07-2024,Saturday,124,Wedding,Sunny,Veg Pulao,50,46,4
25-12-2024,Wednesday,315,Wedding,Sunny,Fried Rice,41,37,4
03-10-2024,Thursday,349,Conference,Sunny,Avocado Toast,50,50,3
14-04-2024,Sunday,331,Corporate Party,Rainy,Chicken Curry,50,49,7
05-05-2024,Sunday,366,Festival,Rainy,Veg Pulao,50,46,4
23-09-2024,Monday,341,,Sunny,Masala Dosa,28,25,3
09-03-2024,Saturday,67,Wedding,Cloudy,Mutton Curry,46,44,9
06-01-2024,Saturday,360,,Hot,Chicken Biryani,50,46,4
13-08-2024,Tuesday,367,Wedding,Cloudy,Veg Manchurian,50,50,3
09-11-2024,Saturday,341,,Rainy,Hakka Noodles,38,38,3
25-03-2024,Monday,300,,Rainy,Mutton Curry,32,32,3
29-07-2024,Monday,213,,Cloudy,Hakka Noodles,20,20,3
13-08-2024,Tuesday,242,Festival,Cloudy,Masala Dosa,50,48,9
23-07-2024,Tuesday,222,,Cold,Masala Dosa,45,45,3
23-06-2024,Sunday,248,,Cloudy,Chicken Curry,36,36,3
10-08-2024,Saturday,67,,Hot,Idli Sambar,28,28,3
22-09-2024,Sunday,158,,Hot,Veg Pulao,22,22,3
07-11-2024,Thursday,395,,Cold,Fried Rice,42,42,3
12-05-2024,Sunday,370,,Cloudy,Masala Dosa,50,50,3
25-02-2024,Sunday,238,,Cold,Kale Smoothie,28,24,4
26-11-2024,Tuesday,339,,Sunny,Chicken Curry,32,32,3
01-09-2024,Sunday,380,,Rainy,Mutton Curry,41,41,3
22-02-2024,Thursday,252,,Rainy,Pav Bhaji,47,44,3
10-03-2024,Sunday,228,,Cold,Chole Bhature,35,34,7
13-01-2024,Saturday,118,Corporate Party,Sunny,Veg Manchurian,50,47,3
05-01-2024,Friday,118,Festival,Rainy,Fried Rice,50,50,3
12-06-2024,Wednesday,230,,Rainy,Hakka Noodles,47,45,9
18-11-2024,Monday,137,,Rainy,Mutton Curry,31,30,7
27-09-2024,Friday,382,Wedding,Hot,Grilled Fish,50,50,3
10-05-2024,Friday,78,,Cold,Dal Tadka,41,39,9
25-11-2024,Monday,388,,Rainy,Dal Tadka,40,40,3
01-09-2024,Sunday,359,,Cloudy,Paneer Tikka,48,48,3
14-08-2024,Wednesday,189,Corporate Party,Cloudy,Veg Pulao,50,46,4
18-10-2024,Friday,350,,Rainy,Idli Sambar,45,45,3
22-12-2024,Sunday,256,Conference,Hot,Veg Biryani,44,42,9
08-06-2024,Saturday,106,Wedding,Cold,Paneer Butter Masala,50,50,3
09-11-2024,Saturday,154,,Rainy,Paneer Tikka,49,45,4
10-12-2024,Tuesday,343,,Sunny,Mutton Curry,32,31,7
22-01-2024,Monday,131,,Hot,Veg Pulao,34,34,3
07-04-2024,Sunday,358,,Sunny,Veg Manchurian,45,42,3
22-06-2024,Saturday,126,,Cold,Masala Dosa,50,48,9
03-02-2024,Saturday,395,Wedding,Sunny,Fried Rice,46,46,3
16-10-2024,Wednesday,370,Conference,Sunny,Paneer Butter Masala,35,35,3
22-06-2024,Saturday,55,,Rainy,Paneer Tikka,43,42,7
04-04-2024,Thursday,327,,Cold,Fried Rice,50,50,3
10-12-2024,Tuesday,376,,Cold,Chicken Biryani,45,45,3
16-09-2024,Monday,120,,Sunny,Veg Pulao,27,27,3
14-10-2024,Monday,212,,Hot,Avocado Toast,39,39,3
17-06-2024,Monday,217,Conference,Sunny,Fried Rice,44,44,3
27-05-2024,Monday,382,Conference,Cloudy,Veg Biryani,50,49,7
01-08-2024,Thursday,318,,Cloudy,Pav Bhaji,50,50,3
24-02-2024,Saturday,369,,Rainy,Mutton Curry,36,35,7
19-04-2024,Friday,169,Wedding,Cold,Dal Tadka,50,50,3
30-10-2024,Wednesday,229,,Cloudy,Paneer Butter Masala,45,41,4
06-09-2024,Friday,71,Wedding,Cold,Pizza Margherita,50,50,3
27-12-2024,Friday,66,Festival,Rainy,Veg Biryani,50,50,3
12-04-2024,Friday,167,,Sunny,Mutton Curry,32,31,7
05-07-2024,Friday,83,Wedding,Rainy,Paneer Tikka,39,38,7
17-04-2024,Wednesday,399,Conference,Sunny,Butter Naan,35,31,4
19-08-2024,Monday,208,,Cold,Veg Pulao,35,35,3
04-01-2024,Thursday,67,,Hot,Grilled Fish,21,21,3
21-07-2024,Sunday,185,,Hot,Veg Biryani,50,50,3
12-03-2024,Tuesday,248,Conference,Hot,Idli Sambar,40,38,9
16-06-2024,Sunday,380,,Sunny,Veg Pulao,35,35,3
29-05-2024,Wednesday,371,,Hot,Grilled Fish,48,48,3
22-02-2024,Thursday,259,,Sunny,Veg Biryani,31,28,3
30-09-2024,Monday,148,,Sunny,Paneer Butter Masala,26,25,7
06-08-2024,Tuesday,390,,Cold,Veg Manchurian,31,31,3
24-05-2024,Friday,200,,Hot,Veg Biryani,27,23,4
18-01-2024,Thursday,209,,Cold,Veg Biryani,36,36,3
21-05-2024,Tuesday,103,,Cold,Chole Bhature,50,46,4
21-04-2024,Sunday,231,Wedding,Sunny,Paneer Tikka,50,50,3
01-12-2024,Sunday,308,,Rainy,Chicken Biryani,33,29,4
16-06-2024,Sunday,378,,Cold,Dal Tadka,43,39,4
08-10-2024,Tuesday,367,,Rainy,Chicken Curry,44,44,3
05-03-2024,Tuesday,295,,Sunny,Aloo Paratha,41,40,7
10-11-2024,Sunday,364,,Sunny,Chicken Biryani,50,47,3
08-12-2024,Sunday,311,,Cloudy,Veg Manchurian,48,48,3
01-12-2024,Sunday,69,Corporate Party,Hot,Chicken Curry,30,28,9
18-09-2024,Wednesday,229,,Cloudy,Veg Manchurian,40,40,3
09-12-2024,Monday,171,,Rainy,Paneer Butter Masala,25,25,3
08-03-2024,Friday,221,,Hot,Butter Naan,38,34,4
19-06-2024,Wednesday,318,,Rainy,Paneer Tikka,50,47,3
07-06-2024,Friday,282,Conference,Sunny,Tofu Curry,34,34,3
12-09-2024,Thursday,133,Conference,Sunny,Chicken Curry,46,42,4
06-03-2024,Wednesday,367,,Hot,Paneer Butter Masala,30,29,7
20-08-2024,Tuesday,312,,Rainy,Idli Sambar,44,41,3
27-07-2024,Saturday,192,,Cold,Grilled Fish,43,43,3
07-04-2024,Sunday,138,,Sunny,Veg Biryani,29,25,4
30-05-2024,Thursday,349,Corporate Party,Cold,Grilled Fish,46,44,9
22-02-2024,Thursday,296,,Cold,Fried Rice,44,41,3
11-05-2024,Saturday,346,,Cloudy,Butter Naan,50,50,3
13-12-2024,Friday,113,,Cloudy,Fried Rice,37,37,3
10-08-2024,Saturday,143,,Cold,Pav Bhaji,42,42,3
21-04-2024,Sunday,134,,Hot,Dal Tadka,50,50,3
08-09-2024,Sunday,292,,Hot,Fried Rice,25,24,7
20-06-2024,Thursday,190,,Cold,Chicken Biryani,31,31,3
22-07-2024,Monday,56,Conference,Cold,Paneer Butter Masala,38,37,7
12-07-2024,Friday,205,,Cold,Paneer Butter Masala,27,27,3
26-11-2024,Tuesday,322,Wedding,Rainy,Paneer Tikka,50,46,4
08-03-2024,Friday,156,Wedding,Rainy,Butter Naan,43,43,3
03-11-2024,Sunday,59,,Cloudy,Aloo Paratha,25,25,3
22-09-2024,Sunday,384,,Sunny,Masala Dosa,40,40,3
28-03-2024,Thursday,248,,Sunny,Mutton Curry,27,27,3
08-12-2024,Sunday,301,,Cold,Pasta Alfredo,46,46,3
09-05-2024,Thursday,117,,Cloudy,Chicken Biryani,26,25,7
03-09-2024,Tuesday,173,,Hot,Mutton Curry,47,47,3
07-02-2024,Wednesday,197,,Hot,Dal Tadka,41,41,3
12-10-2024,Saturday,174,Festival,Hot,Masala Dosa,50,50,3
07-12-2024,Saturday,211,,Sunny,Veg Pulao,29,25,4
03-04-2024,Wednesday,237,,Cold,Veg Pulao,27,27,3
28-08-2024,Wednesday,125,,Cold,Butter Naan,35,35,3
11-05-2024,Saturday,60,,Rainy,Fried Rice,34,34,3
11-04-2024,Thursday,328,,Hot,Masala Dosa,32,28,4
31-12-2024,Tuesday,290,,Hot,Dal Tadka,28,28,3
07-12-2024,Saturday,344,,Sunny,Masala Dosa,30,30,3
13-07-2024,Saturday,341,,Rainy,Butter Naan,50,50,3
13-11-2024,Wednesday,108,Wedding,Cold,Veg Biryani,50,50,3
30-06-2024,Sunday,162,Wedding,Hot,Chicken Biryani,31,29,9
08-05-2024,Wednesday,225,,Cold,Mutton Curry,32,32,3
13-06-2024,Thursday,332,Wedding,Hot,Veg Biryani,50,48,9
16-07-2024,Tuesday,213,,Cold,Chicken Biryani,41,41,3
02-09-2024,Monday,207,,Cold,Dal Tadka,41,37,4
27-09-2024,Friday,214,Wedding,Cold,Pizza Margherita,50,50,3
09-04-2024,Tuesday,366,,Rainy,Butter Naan,50,50,3
09-05-2024,Thursday,223,,Sunny,Fried Rice,48,46,9
04-11-2024,Monday,54,,Cold,Veg Biryani,48,44,4
02-11-2024,Saturday,313,,Cloudy,Bajra Khichdi,49,45,4
19-06-2024,Wednesday,86,,Hot,Paneer Butter Masala,20,18,9
12-06-2024,Wednesday,168,,Rainy,Paneer Tikka,33,33,3
15-07-2024,Monday,140,,Rainy,Hakka Noodles,43,43,3
31-05-2024,Friday,136,Wedding,Rainy,Dal Tadka,45,44,7
28-04-2024,Sunday,91,,Cold,Masala Dosa,28,28,3
18-07-2024,Thursday,91,,Cloudy,Chicken Biryani,38,35,3
31-01-2024,Wednesday,265,,Hot,Pasta Alfredo,43,41,9
19-10-2024,Saturday,348,Wedding,Cold,Grilled Fish,50,50,3
07-06-2024,Friday,374,,Rainy,Chicken Biryani,50,50,3
10-03-2024,Sunday,341,,Hot,Grilled Fish,39,39,3
09-05-2024,Thursday,85,,Cloudy,Masala Dosa,35,35,3
29-07-2024,Monday,182,,Rainy,Zucchini Pasta,29,29,3
06-07-2024,Saturday,265,Wedding,Cold,Chole Bhature,46,46,3
17-10-2024,Thursday,125,Wedding,Hot,Pasta Alfredo,49,49,3
08-09-2024,Sunday,161,,Cold,Dal Tadka,43,41,9
06-04-2024,Saturday,218,,Cold,Chole Bhature,46,46,3
05-06-2024,Wednesday,258,,Sunny,Pav Bhaji,49,48,7
14-07-2024,Sunday,62,,Sunny,Chicken Biryani,43,43,3
06-05-2024,Monday,194,Corporate Party,Rainy,Veg Manchurian,49,45,4
09-01-2024,Tuesday,396,Corporate Party,Hot,Dal Tadka,39,38,7
21-06-2024,Friday,380,,Sunny,Chicken Biryani,49,46,3
25-05-2024,Saturday,240,,Hot,Chole Bhature,46,46,3
11-02-2024,Sunday,298,,Cloudy,Mutton Curry,45,45,3
02-03-2024,Saturday,148,Festival,Cloudy,Veg Manchurian,50,50,3
24-07-2024,Wednesday,278,,Cloudy,Chicken Biryani,30,27,3
24-03-2024,Sunday,85,Wedding,Cold,Paneer Tikka,50,49,7
27-08-2024,Tuesday,240,,Cold,Chicken Biryani,43,43,3
21-03-2024,Thursday,202,,Cloudy,Paneer Butter Masala,45,45,3
08-10-2024,Tuesday,274,,Cloudy,Veg Biryani,49,49,3
02-09-2024,Monday,132,Conference,Cloudy,Chicken Curry,33,33,3
12-01-2024,Friday,291,,Cloudy,Pizza Margherita,29,29,3
14-05-2024,Tuesday,343,,Rainy,Sushi Rolls,50,50,3
11-10-2024,Friday,58,,Cloudy,Veg Biryani,21,21,3
07-11-2024,Thursday,235,,Rainy,Paneer Tikka,38,38,3
20-10-2024,Sunday,126,,Sunny,Hakka Noodles,27,27,3
26-10-2024,Saturday,170,,Sunny,Veg Biryani,50,50,3
08-04-2024,Monday,117,Wedding,Cloudy,Veg Biryani,47,43,4
27-11-2024,Wednesday,279,,Sunny,Mutton Curry,41,41,3
20-04-2024,Saturday,166,,Cloudy,Chicken Curry,40,40,3
19-02-2024,Monday,390,,Cold,Mutton Curry,42,42,3
06-05-2024,Monday,255,,Sunny,Hakka Noodles,29,28,7
22-12-2024,Sunday,349,Wedding,Hot,Zucchini Pasta,40,40,3
07-02-2024,Wednesday,116,,Cold,Hakka Noodles,50,50,3
26-11-2024,Tuesday,126,,Cold,Pizza Margherita,50,50,3
30-10-2024,Wednesday,355,Wedding,Cloudy,Mutton Curry,50,47,3
12-02-2024,Monday,98,,Cold,Grilled Fish,21,18,3
17-12-2024,Tuesday,396,,Cold,Aloo Paratha,42,41,7
10-09-2024,Tuesday,303,,Rainy,Veg Biryani,43,43,3
09-03-2024,Saturday,88,,Rainy,Sushi Rolls,50,50,3
29-05-2024,Wednesday,220,,Rainy,Veg Biryani,50,47,3
25-11-2024,Monday,124,,Hot,Aloo Paratha,42,42,3
03-09-2024,Tuesday,224,,Rainy,Veg Biryani,39,39,3
31-03-2024,Sunday,111,,Sunny,Hakka Noodles,43,43,3
15-02-2024,Thursday,65,,Cloudy,Chicken Curry,22,19,3
16-12-2024,Monday,360,Corporate Party,Cloudy,Dal Tadka,50,48,9
24-12-2024,Tuesday,50,Conference,Rainy,Aloo Paratha,50,50,3
29-07-2024,Monday,90,Corporate Party,Rainy,Chicken Biryani,43,39,4
24-05-2024,Friday,84,Festival,Sunny,Dal Tadka,40,40,3
29-06-2024,Saturday,207,,Cold,Chicken Curry,49,49,3
22-05-2024,Wednesday,295,,Cold,Chole Bhature,48,46,9
13-12-2024,Friday,162,,Cloudy,Dal Tadka,28,28,3
21-05-2024,Tuesday,386,Wedding,Rainy,Pasta Alfredo,50,50,3
24-05-2024,Friday,150,,Sunny,Ragi Mudde,27,24,3
22-09-2024,Sunday,369,,Hot,Kale Smoothie,50,50,3
01-03-2024,Friday,86,,Cloudy,Grilled Fish,35,35,3
20-03-2024,Wednesday,344,,Cold,Hakka Noodles,37,37,3
17-12-2024,Tuesday,69,,Cold,Chicken Biryani,30,30,3
11-03-2024,Monday,324,,Cold,Veg Manchurian,43,43,3
10-01-2024,Wednesday,128,,Sunny,Chicken Curry,26,24,9
08-05-2024,Wednesday,250,,Cold,Paneer Butter Masala,45,42,3
26-11-2024,Tuesday,313,,Cloudy,Butter Naan,50,46,4
06-02-2024,Tuesday,174,Festival,Rainy,Butter Naan,34,34,3
06-01-2024,Saturday,385,,Rainy,Chicken Biryani,50,49,7
21-09-2024,Saturday,276,,Cold,Grilled Fish,50,50,3
13-09-2024,Friday,113,,Rainy,Chicken Curry,25,25,3
03-05-2024,Friday,331,,Cold,Chicken Curry,40,39,7
28-04-2024,Sunday,321,,Hot,Hakka Noodles,30,28,9
27-09-2024,Friday,298,,Rainy,Chicken Curry,45,44,7
11-03-2024,Monday,143,,Rainy,Chicken Biryani,36,33,3
26-05-2024,Sunday,96,Wedding,Hot,Falafel Wrap,50,47,3
06-08-2024,Tuesday,284,,Rainy,Aloo Paratha,46,46,3
06-08-2024,Tuesday,74,,Cloudy,Fried Rice,41,38,3
24-07-2024,Wednesday,197,,Sunny,Grilled Fish,43,42,7
04-07-2024,Thursday,131,Wedding,Cloudy,Pizza Margherita,50,48,9
14-11-2024,Thursday,391,,Cold,Veg Biryani,50,46,4
15-12-2024,Sunday,160,,Sunny,Dal Tadka,28,28,3
03-05-2024,Friday,230,Conference,Cold,Veg Manchurian,50,50,3
23-12-2024,Monday,67,,Cloudy,Paneer Butter Masala,30,26,4
22-05-2024,Wednesday,190,Festival,Rainy,Mutton Curry,50,46,4
08-05-2024,Wednesday,121,Conference,Cold,Chicken Curry,50,50,3
30-05-2024,Thursday,394,,Hot,Pizza Margherita,30,30,3
13-11-2024,Wednesday,362,,Cold,Mutton Curry,41,41,3
13-01-2024,Saturday,138,Wedding,Sunny,Butter Naan,37,37,3
30-09-2024,Monday,160,Corporate Party,Cold,Aloo Paratha,50,50,3
17-03-2024,Sunday,229,,Sunny,Paneer Butter Masala,44,44,3
18-04-2024,Thursday,201,Wedding,Hot,Chicken Biryani,40,40,3
06-09-2024,Friday,335,Festival,Hot,Paneer Tikka,48,45,3
15-11-2024,Friday,187,,Rainy,Paneer Tikka,32,32,3
31-07-2024,Wednesday,64,,Sunny,Paneer Tikka,28,27,7
27-08-2024,Tuesday,135,Wedding,Cold,Paneer Butter Masala,49,47,9
10-09-2024,Tuesday,344,,Cloudy,Masala Dosa,31,30,7
06-05-2024,Monday,254,Wedding,Hot,Chicken Biryani,29,29,3
11-12-2024,Wednesday,361,,Sunny,Dal Tadka,45,45,3
14-07-2024,Sunday,155,Festival,Rainy,Veg Biryani,50,50,3
31-08-2024,Saturday,178,,Cold,Chicken Biryani,31,27,4
09-02-2024,Friday,350,,Cold,Chole Bhature,37,35,9
27-12-2024,Friday,242,,Rainy,Masala Dosa,28,28,3
12-12-2024,Thursday,198,,Hot,Masala Dosa,42,42,3
06-12-2024,Friday,89,,Rainy,Chicken Curry,40,39,7
07-12-2024,Saturday,210,,Cold,Hakka Noodles,38,34,4
28-03-2024,Thursday,397,,Sunny,Veg Biryani,50,49,7
23-02-2024,Friday,212,,Hot,Grilled Fish,27,23,4
12-07-2024,Friday,335,,Sunny,Masala Dosa,40,40,3
03-06-2024,Monday,339,Festival,Cold,Butter Naan,50,49,7
17-05-2024,Friday,291,Corporate Party,Rainy,Paneer Butter Masala,46,43,3
14-11-2024,Thursday,65,,Sunny,Paneer Tikka,26,24,9
23-06-2024,Sunday,59,,Hot,Butter Naan,32,31,7
18-07-2024,Thursday,104,,Cold,Masala Dosa,24,24,3
07-09-2024,Saturday,215,Wedding,Rainy,Mutton Curry,50,50,3
04-01-2024,Thursday,341,,Hot,Pasta Alfredo,39,37,9
09-09-2024,Monday,318,Festival,Hot,Bajra Khichdi,50,48,9
29-01-2024,Monday,330,,Sunny,Ragi Mudde,50,50,3
13-02-2024,Tuesday,214,,Cloudy,Fried Rice,40,37,3
09-10-2024,Wednesday,282,,Hot,Masala Dosa,24,24,3
05-02-2024,Monday,284,,Sunny,Mutton Curry,42,42,3
14-04-2024,Sunday,368,Wedding,Cloudy,Ragi Mudde,45,45,3
29-03-2024,Friday,371,Festival,Hot,Idli Sambar,50,50,3
28-07-2024,Sunday,176,Wedding,Cloudy,Butter Naan,50,50,3
09-12-2024,Monday,113,Conference,Sunny,Paneer Butter Masala,36,35,7
29-03-2024,Friday,203,Wedding,Cold,Fried Rice,50,49,7
12-08-2024,Monday,328,,Rainy,Veg Biryani,34,34,3
26-02-2024,Monday,277,Conference,Cloudy,Paneer Butter Masala,45,43,9
19-04-2024,Friday,363,,Rainy,Paneer Butter Masala,48,45,3
09-10-2024,Wednesday,324,,Sunny,Masala Dosa,39,39,3
23-02-2024,Friday,93,,Cold,Chicken Curry,23,19,4
05-07-2024,Friday,128,Wedding,Hot,Pav Bhaji,36,36,3
08-06-2024,Saturday,148,,Cold,Chole Bhature,37,34,3
14-05-2024,Tuesday,203,,Rainy,Paneer Butter Masala,46,44,9
21-04-2024,Sunday,259,,Rainy,Paneer Butter Masala,35,35,3
21-04-2024,Sunday,358,,Cloudy,Butter Naan,50,46,4
22-11-2024,Friday,178,,Hot,Masala Dosa,35,35,3
20-07-2024,Saturday,74,,Sunny,Dal Tadka,50,50,3
26-06-2024,Wednesday,87,,Sunny,Chicken Curry,20,20,3
29-05-2024,Wednesday,231,,Hot,Idli Sambar,20,20,3
24-11-2024,Sunday,375,Festival,Hot,Masala Dosa,50,50,3
04-09-2024,Wednesday,169,,Sunny,Sushi Rolls,49,49,3
02-01-2024,Tuesday,325,Wedding,Sunny,Aloo Paratha,45,43,9
01-03-2024,Friday,101,,Cold,Aloo Paratha,29,29,3
29-03-2024,Friday,214,,Hot,Masala Dosa,20,20,3
02-07-2024,Tuesday,222,,Cloudy,Veg Biryani,22,20,9
01-08-2024,Thursday,143,,Sunny,Masala Dosa,35,35,3
13-03-2024,Wednesday,362,Festival,Cloudy,Aloo Paratha,45,45,3
14-10-2024,Monday,302,Corporate Party,Hot,Paneer Butter Masala,47,47,3
06-08-2024,Tuesday,250,,Rainy,Fried Rice,30,30,3
11-05-2024,Saturday,271,,Sunny,Mutton Curry,31,31,3
29-12-2024,Sunday,217,,Cloudy,Chole Bhature,38,35,3
27-02-2024,Tuesday,96,Conference,Rainy,Chicken Curry,50,50,3
25-05-2024,Saturday,272,,Rainy,Dal Tadka,33,32,7
09-12-2024,Monday,105,,Cloudy,Masala Dosa,44,42,9
13-11-2024,Wednesday,66,,Sunny,Chicken Biryani,27,24,3
14-04-2024,Sunday,161,,Sunny,Masala Dosa,38,36,9
08-07-2024,Monday,249,,Cloudy,Pizza Margherita,36,36,3
18-11-2024,Monday,134,Conference,Hot,Bajra Khichdi,50,48,9
17-02-2024,Saturday,358,Festival,Cold,Idli Sambar,50,50,3
20-10-2024,Sunday,284,,Rainy,Dal Tadka,50,47,3
30-03-2024,Saturday,295,,Cold,Chicken Curry,39,35,4
16-04-2024,Tuesday,358,Festival,Sunny,Butter Naan,50,50,3
13-09-2024,Friday,75,Festival,Cloudy,Beetroot Salad,50,49,7
26-07-2024,Friday,61,,Sunny,Paneer Butter Masala,41,41,3
30-06-2024,Sunday,267,,Sunny,Zucchini Pasta,50,50,3
11-02-2024,Sunday,160,Corporate Party,Rainy,Paneer Butter Masala,50,46,4
08-06-2024,Saturday,164,,Cold,Veg Biryani,28,28,3
26-12-2024,Thursday,136,Festival,Cloudy,Butter Naan,50,50,3
30-10-2024,Wednesday,381,Conference,Rainy,Bruschetta,50,50,3
08-02-2024,Thursday,294,,Hot,Masala Dosa,22,20,9
25-06-2024,Tuesday,376,Conference,Hot,Paneer Tikka,50,50,3
06-12-2024,Friday,363,,Hot,Hakka Noodles,38,35,3
14-01-2024,Sunday,265,,Cloudy,Veg Biryani,42,42,3
24-03-2024,Sunday,201,Festival,Cloudy,Pav Bhaji,50,46,4
16-11-2024,Saturday,137,,Sunny,Chicken Curry,45,45,3
24-11-2024,Sunday,301,,Hot,Fried Rice,37,33,4
06-08-2024,Tuesday,364,Festival,Rainy,Chicken Biryani,37,36,7
12-02-2024,Monday,229,,Hot,Pasta Alfredo,45,45,3
16-01-2024,Tuesday,146,,Hot,Veg Biryani,23,20,3
30-11-2024,Saturday,325,Festival,Cold,Pasta Alfredo,50,49,7
17-04-2024,Wednesday,279,,Rainy,Paneer Butter Masala,25,25,3
16-09-2024,Monday,192,Wedding,Cloudy,Chicken Biryani,34,30,4
19-07-2024,Friday,323,,Sunny,Hakka Noodles,41,40,7
23-06-2024,Sunday,248,,Sunny,Paneer Butter Masala,37,37,3
02-09-2024,Monday,142,Wedding,Rainy,Veg Pulao,47,44,3
08-12-2024,Sunday,220,Festival,Cold,Masala Dosa,40,36,4
01-02-2024,Thursday,314,Corporate Party,Cold,Chicken Curry,50,48,9
03-09-2024,Tuesday,117,,Cold,Fried Rice,47,44,3
18-03-2024,Monday,117,,Hot,Chicken Biryani,37,37,3
27-09-2024,Friday,94,,Cloudy,Mutton Curry,23,20,3
02-04-2024,Tuesday,367,,Hot,Paneer Tikka,42,42,3
05-05-2024,Sunday,388,,Sunny,Chole Bhature,44,44,3
14-07-2024,Sunday,112,,Cloudy,Butter Naan,50,47,3
16-03-2024,Saturday,298,,Hot,Dal Tadka,28,28,3
22-05-2024,Wednesday,293,,Cloudy,Grilled Fish,45,44,7
10-07-2024,Wednesday,298,,Rainy,Mutton Curry,24,24,3
31-12-2024,Tuesday,388,,Sunny,Fried Rice,50,50,3
29-10-2024,Tuesday,129,Wedding,Rainy,Masala Dosa,50,46,4
19-04-2024,Friday,75,,Cold,Paneer Tikka,40,37,3
22-06-2024,Saturday,163,,Cloudy,Paneer Butter Masala,50,50,3
24-10-2024,Thursday,238,,Cold,Paneer Butter Masala,47,46,7
10-02-2024,Saturday,54,Wedding,Cloudy,Chicken Curry,41,40,7
13-01-2024,Saturday,133,Conference,Sunny,Pasta Alfredo,50,50,3
29-10-2024,Tuesday,66,Festival,Sunny,Chicken Curry,39,37,9
21-07-2024,Sunday,233,,Rainy,Butter Naan,28,28,3
24-01-2024,Wednesday,51,,Hot,Grilled Fish,21,21,3
16-03-2024,Saturday,325,,Cloudy,Mutton Curry,32,32,3
19-10-2024,Saturday,81,,Cold,Butter Naan,50,49,7
06-09-2024,Friday,303,,Cold,Dal Tadka,46,46,3
18-02-2024,Sunday,199,,Hot,Grilled Fish,49,48,7
02-09-2024,Monday,178,Wedding,Rainy,Grilled Fish,41,41,3
07-04-2024,Sunday,291,,Sunny,Mutton Curry,50,47,3
19-01-2024,Friday,288,Wedding,Rainy,Chicken Curry,40,40,3
16-07-2024,Tuesday,217,,Cloudy,Fried Rice,48,47,7
10-10-2024,Thursday,127,,Sunny,Beetroot Salad,22,20,9
13-08-2024,Tuesday,282,,Cold,Butter Naan,30,30,3
01-07-2024,Monday,210,,Rainy,Pizza Margherita,40,36,4
25-02-2024,Sunday,318,,Cold,Veg Biryani,42,39,3
30-01-2024,Tuesday,380,,Hot,Chicken Curry,40,40,3
07-11-2024,Thursday,238,,Hot,Paneer Tikka,26,26,3
17-11-2024,Sunday,316,,Hot,Chicken Biryani,50,50,3
15-09-2024,Sunday,218,,Hot,Pav Bhaji,38,38,3
03-03-2024,Sunday,297,Wedding,Cold,Paneer Butter Masala,40,39,7
04-01-2024,Thursday,169,,Cloudy,Paneer Butter Masala,42,38,4
06-04-2024,Saturday,350,,Rainy,Veg Pulao,50,46,4
06-12-2024,Friday,141,,Rainy,Paneer Butter Masala,26,22,4
19-02-2024,Monday,270,Wedding,Sunny,Pav Bhaji,48,47,7
19-02-2024,Monday,299,,Hot,Butter Naan,22,20,9
29-03-2024,Friday,209,,Cloudy,Paneer Butter Masala,40,40,3
15-11-2024,Friday,291,,Rainy,Masala Dosa,35,31,4
24-05-2024,Friday,154,,Hot,Kale Smoothie,30,27,3
08-11-2024,Friday,314,,Sunny,Mutton Curry,29,26,3
24-01-2024,Wednesday,139,Festival,Cloudy,Veg Biryani,35,35,3
19-10-2024,Saturday,145,,Rainy,Masala Dosa,49,49,3
23-08-2024,Friday,245,,Hot,Masala Dosa,20,20,3
21-08-2024,Wednesday,254,,Hot,Paneer Butter Masala,42,38,4
03-09-2024,Tuesday,146,,Sunny,Veg Biryani,28,25,3
09-10-2024,Wednesday,359,Wedding,Cold,Dal Tadka,50,50,3
05-10-2024,Saturday,254,Festival,Rainy,Dal Tadka,50,46,4
07-12-2024,Saturday,275,Wedding,Sunny,Aloo Paratha,47,47,3
21-03-2024,Thursday,371,Festival,Rainy,Miso Soup,50,46,4
24-01-2024,Wednesday,140,Festival,Cold,Veg Biryani,44,41,3
15-05-2024,Wednesday,224,Corporate Party,Hot,Veg Biryani,50,50,3
31-07-2024,Wednesday,393,,Rainy,Chole Bhature,50,50,3
04-04-2024,Thursday,288,Wedding,Cloudy,Grilled Fish,47,46,7
18-11-2024,Monday,309,Wedding,Hot,Chicken Biryani,42,38,4
06-08-2024,Tuesday,372,,Rainy,Veg Manchurian,50,46,4
21-01-2024,Sunday,192,,Hot,Veg Biryani,43,39,4
07-01-2024,Sunday,135,,Rainy,Pizza Margherita,42,40,9
10-11-2024,Sunday,108,Wedding,Rainy,Dal Tadka,42,38,4
27-09-2024,Friday,298,,Cold,Butter Naan,29,29,3
13-07-2024,Saturday,208,,Rainy,Quinoa Upma,45,45,3
20-06-2024,Thursday,340,,Rainy,Dal Tadka,50,49,7
12-11-2024,Tuesday,255,,Rainy,Idli Sambar,40,38,9
09-03-2024,Saturday,221,,Sunny,Veg Biryani,47,44,3
10-09-2024,Tuesday,121,,Rainy,Bruschetta,24,20,4
01-08-2024,Thursday,133,Festival,Cold,Ragi Mudde,36,36,3
11-11-2024,Monday,210,,Hot,Pasta Alfredo,27,23,4
